Vertice, Descoberto, Finalizado
239,273,7422
240,414,7281
241,88,7607
242,238,7457
243,1468,6227
244,2671,5024
245,763,6932
246,802,6893
247,737,6958
248,2454,5241
249,0,0
250,1964,5731
251,2242,5453
252,979,6716
253,1614,6081
254,0,0
255,394,7301
256,158,7537
257,531,7164
258,2342,5353
259,129,7566
260,164,7531
261,2424,5271
262,39,7656
263,215,7480
264,674,7021
265,416,7279
266,1321,6374
267,891,6804
268,1483,6212
269,1248,6447
270,1375,6320
271,1314,6381
272,423,7272
273,2338,5357
274,898,6797
275,2781,4914
276,0,0
277,2345,5350
278,1439,6256
279,1473,6222
280,1538,6157
281,708,6987
282,279,7416
283,649,7046
284,776,6919
285,145,7550
286,1642,6053
287,718,6977
288,2088,5607
289,1192,6503
290,558,7137
291,349,7346
292,1665,6030
293,1569,6126
294,669,7026
295,113,7582
296,408,7287
297,61,7634
298,936,6759
299,334,7361
300,185,7510
301,537,7158
302,374,7321
303,209,7486
304,1497,6198
305,2665,5030
306,319,7376
307,588,7107
308,1353,6342
309,922,6773
310,1691,6004
311,461,7234
312,520,7175
313,2057,5638
314,1814,5881
315,939,6756
316,275,7420
317,78,7617
318,1247,6448
319,361,7334
320,2570,5125
321,53,7642
322,1649,6046
323,2824,4871
324,227,7468
325,296,7399
326,427,7268
327,300,7395
328,1990,5705
329,665,7030
330,1429,6266
331,38,7657
332,80,7615
333,336,7359
334,1435,6260
335,809,6886
336,998,6697
337,1887,5808
338,652,7043
339,727,6968
340,1331,6364
341,1896,5799
342,2270,5425
343,2406,5289
344,1607,6088
345,581,7114
346,52,7643
347,2544,5151
348,12,7683
349,654,7041
350,176,7519
351,2489,5206
352,1585,6110
353,30,7665
354,662,7033
355,1537,6158
356,2842,4853
357,144,7551
358,1488,6207
359,2070,5625
360,805,6890
361,1500,6195
362,2055,5640
363,2916,4779
364,19,7676
365,505,7190
366,1399,6296
367,515,7180
368,538,7157
369,269,7426
370,1280,6415
371,225,7470
372,566,7129
373,2547,5148
374,3488,4207
375,988,6707
376,1579,6116
377,248,7447
378,1774,5921
379,1460,6235
380,456,7239
381,380,7315
382,2349,5346
383,186,7509
384,150,7545
385,2506,5189
386,630,7065
387,1307,6388
388,667,7028
389,757,6938
390,881,6814
391,1703,5992
392,251,7444
393,711,6984
394,1866,5829
395,890,6805
396,1681,6014
397,202,7493
398,239,7456
399,199,7496
400,433,7262
401,1297,6398
402,1162,6533
403,606,7089
404,2682,5013
405,453,7242
406,1070,6625
407,213,7482
408,89,7606
409,155,7540
410,20,7675
411,1464,6231
412,2715,4980
413,0,0
414,37,7658
415,195,7500
416,1191,6504
417,221,7474
418,73,7622
419,1251,6444
420,3379,4316
421,1595,6100
422,721,6974
423,550,7145
424,574,7121
425,1605,6090
426,695,7000
427,1570,6125
428,2126,5569
429,1126,6569
430,493,7202
431,369,7326
432,418,7277
433,291,7404
434,1444,6251
435,344,7351
436,2458,5237
437,3409,4286
438,549,7146
439,1036,6659
440,71,7624
441,1671,6024
442,1156,6539
443,835,6860
444,201,7494
445,232,7463
446,0,0
447,2132,5563
448,492,7203
449,2110,5585
450,533,7162
451,2877,4818
452,1567,6128
453,2719,4976
454,705,6990
455,1763,5932
456,2160,5535
457,3489,4206
458,77,7618
459,2687,5008
460,278,7417
461,277,7418
462,791,6904
463,27,7668
464,1155,6540
465,3717,3978
466,316,7379
467,3682,4013
468,1617,6078
469,34,7661
470,1179,6516
471,1093,6602
472,928,6767
473,97,7598
474,1040,6655
475,2860,4835
476,3503,4192
477,732,6963
478,0,0
479,1596,6099
480,1999,5696
481,1151,6544
482,120,7575
483,580,7115
484,3622,4073
485,702,6993
486,798,6897
487,353,7342
488,852,6843
489,2890,4805
490,2116,5579
491,2332,5363
492,1909,5786
493,1905,5790
494,476,7219
495,2002,5693
496,442,7253
497,725,6970
498,641,7054
499,3091,4604
500,21,7674
501,1686,6009
502,331,7364
503,1136,6559
504,131,7564
505,521,7174
506,771,6924
507,396,7299
508,2585,5110
509,843,6852
510,2010,5685
511,5,7690
512,377,7318
513,25,7670
514,1459,6236
515,1927,5768
516,1111,6584
517,814,6881
518,285,7410
519,1721,5974
520,666,7029
521,650,7045
522,909,6786
523,1615,6080
524,1086,6609
525,337,7358
526,699,6996
527,0,0
528,525,7170
529,3252,4443
530,2021,5674
531,152,7543
532,363,7332
533,777,6918
534,3636,4059
535,812,6883
536,664,7031
537,2955,4740
538,934,6761
539,7,7688
540,1592,6103
541,831,6864
542,83,7612
543,299,7396
544,397,7298
545,2425,5270
546,1491,6204
547,2060,5635
548,1558,6137
549,136,7559
550,680,7015
551,1182,6513
552,720,6975
553,245,7450
554,66,7629
555,853,6842
556,610,7085
557,1450,6245
558,894,6801
559,1713,5982
560,3792,3903
561,1394,6301
562,1188,6507
563,360,7335
564,1021,6674
565,1228,6467
566,1556,6139
567,825,6870
568,1635,6060
569,916,6779
570,2392,5303
571,1236,6459
572,2105,5590
573,658,7037
574,1695,6000
575,44,7651
576,0,0
577,779,6916
578,1416,6279
579,323,7372
580,1033,6662
581,507,7188
582,1431,6264
583,896,6799
584,823,6872
585,0,0
586,1069,6626
587,1083,6612
588,2003,5692
589,1051,6644
590,925,6770
591,1992,5703
592,23,7672
593,1295,6400
594,1024,6671
595,1095,6600
596,1014,6681
597,1154,6541
598,559,7136
599,110,7585
600,415,7280
601,804,6891
602,2397,5298
603,1426,6269
604,593,7102
605,688,7007
606,3076,4619
607,233,7462
608,624,7071
609,943,6752
610,1056,6639
611,912,6783
612,2155,5540
613,2127,5568
614,878,6817
615,35,7660
616,1357,6338
617,1224,6471
618,683,7012
619,174,7521
620,1332,6363
621,764,6931
622,991,6704
623,1825,5870
624,270,7425
625,714,6981
626,676,7019
627,320,7375
628,1034,6661
629,236,7459
630,420,7275
631,1470,6225
632,800,6895
633,216,7479
634,1240,6455
635,2893,4802
636,3028,4667
637,348,7347
638,498,7197
639,820,6875
640,0,0
641,244,7451
642,2337,5358
643,2452,5243
644,1900,5795
645,92,7603
646,2688,5007
647,0,0
648,139,7556
649,333,7362
650,1164,6531
651,432,7263
652,6,7689
653,1152,6543
654,956,6739
655,995,6700
656,523,7172
657,989,6706
658,357,7338
659,184,7511
660,0,0
661,205,7490
662,1193,6502
663,819,6876
664,114,7581
665,1987,5708
666,743,6952
667,851,6844
668,682,7013
669,2166,5529
670,3256,4439
671,620,7075
672,1271,6424
673,829,6866
674,1038,6657
675,2615,5080
676,0,0
677,470,7225
678,1609,6086
679,821,6874
680,933,6762
681,1423,6272
682,455,7240
683,2231,5464
684,1581,6114
685,317,7378
686,2918,4777
687,1864,5831
688,746,6949
689,3251,4444
690,468,7227
691,633,7062
692,75,7620
693,1101,6594
694,46,7649
695,1823,5872
696,247,7448
697,1077,6618
698,310,7385
699,3035,4660
700,1352,6343
701,1750,5945
702,659,7036
703,1757,5938
704,1712,5983
705,672,7023
706,2694,5001
707,1275,6420
708,2152,5543
709,631,7064
710,3089,4606
711,1655,6040
712,3535,4160
713,1801,5894
714,517,7178
715,157,7538
716,0,0
717,1503,6192
718,315,7380
719,391,7304
720,3433,4262
721,2051,5644
722,411,7284
723,1517,6178
724,2120,5575
725,1406,6289
726,837,6858
727,0,0
728,870,6825
729,2144,5551
730,1080,6615
731,1361,6334
732,1371,6324
733,1184,6511
734,1267,6428
735,844,6851
736,1004,6691
737,223,7472
738,1835,5860
739,677,7018
740,2754,4941
741,440,7255
742,585,7110
743,1474,6221
744,2733,4962
745,2675,5020
746,0,0
747,64,7631
748,2691,5004
749,547,7148
750,471,7224
751,1098,6597
752,1672,6023
753,876,6819
754,0,0
755,372,7323
756,774,6921
757,464,7231
758,540,7155
759,1529,6166
760,1227,6468
761,1354,6341
762,386,7309
763,1736,5959
764,3188,4507
765,3233,4462
766,2283,5412
767,2402,5293
768,1002,6693
769,1795,5900
770,59,7636
771,1575,6120
772,1262,6433
773,1196,6499
774,1869,5826
775,422,7273
776,259,7436
777,36,7659
778,2979,4716
779,962,6733
780,1472,6223
781,1501,6194
782,189,7506
783,2191,5504
784,3113,4582
785,3280,4415
786,3051,4644
787,0,0
788,140,7555
789,0,0
790,1336,6359
791,0,0
792,1696,5999
793,733,6962
794,2618,5077
795,172,7523
796,2330,5365
797,1611,6084
798,207,7488
799,573,7122
800,632,7063
801,679,7016
802,565,7130
803,656,7039
804,2816,4879
805,1826,5869
806,1291,6404
807,276,7419
808,648,7047
809,106,7589
810,0,0
811,563,7132
812,2290,5405
813,1241,6454
814,399,7296
815,1337,6358
816,826,6869
817,41,7654
818,1777,5918
819,562,7133
820,395,7300
821,3138,4557
822,58,7637
823,1096,6599
824,413,7282
825,2222,5473
826,874,6821
827,109,7586
828,612,7083
829,218,7477
830,1016,6679
831,3531,4164
832,3382,4313
833,3396,4299
834,3723,3972
835,1511,6184
836,623,7072
837,392,7303
838,482,7213
839,153,7542
840,1442,6253
841,490,7205
842,502,7193
843,3456,4239
844,1325,6370
845,1017,6678
846,600,7095
847,1787,5908
848,2386,5309
849,2757,4938
850,1206,6489
851,810,6885
852,1140,6555
853,326,7369
854,0,0
855,2189,5506
856,1719,5976
857,1986,5709
858,2139,5556
859,499,7196
860,1405,6290
861,846,6849
862,339,7356
863,3812,3883
864,196,7499
865,1410,6285
866,2497,5198
867,1634,6061
868,3104,4591
869,1211,6484
870,169,7526
871,127,7568
872,473,7222
873,194,7501
874,375,7320
875,730,6965
876,3479,4216
877,2000,5695
878,598,7097
879,0,0
880,2758,4937
881,1710,5985
882,3395,4300
883,1082,6613
884,815,6880
885,163,7532
886,1813,5882
887,262,7433
888,180,7515
889,601,7094
890,3077,4618
891,1894,5801
892,1758,5937
893,1817,5878
894,124,7571
895,628,7067
896,450,7245
897,1652,6043
898,756,6939
899,1482,6213
900,3515,4180
901,794,6901
902,2293,5402
903,298,7397
904,2809,4886
905,3642,4053
906,2381,5314
907,1026,6669
908,263,7432
909,786,6909
910,1998,5697
911,1418,6277
912,2602,5093
913,116,7579
914,1301,6394
915,640,7055
916,2849,4846
917,684,7011
918,2572,5123
919,644,7051
920,226,7469
921,1524,6171
922,1577,6118
923,2066,5629
924,1210,6485
925,1054,6641
926,0,0
927,625,7070
928,0,0
929,210,7485
930,1071,6624
931,2227,5468
932,2768,4927
933,343,7352
934,1727,5968
935,838,6857
936,3611,4084
937,789,6906
938,1735,5960
939,2072,5623
940,1594,6101
941,2507,5188
942,508,7187
943,1343,6352
944,1006,6689
945,2459,5236
946,2053,5642
947,3267,4428
948,3490,4205
949,67,7628
950,1791,5904
951,91,7604
952,2302,5393
953,1138,6557
954,0,0
955,1419,6276
956,412,7283
957,1810,5885
958,710,6985
959,443,7252
960,1379,6316
961,1818,5877
962,1386,6309
963,1324,6371
964,3057,4638
965,1189,6506
966,96,7599
967,18,7677
968,86,7609
969,1626,6069
970,2183,5512
971,1543,6152
972,123,7572
973,2437,5258
974,2321,5374
975,543,7152
976,366,7329
977,304,7391
978,2812,4883
979,332,7363
980,697,6998
981,0,0
982,614,7081
983,2659,5036
984,1752,5943
985,0,0
986,2076,5619
987,190,7505
988,1222,6473
989,1746,5949
990,183,7512
991,1505,6190
992,2423,5272
993,0,0
994,855,6840
995,920,6775
996,3846,3849
997,0,0
998,1365,6330
999,1962,5733
1000,1647,6048
1001,256,7439
1002,884,6811
1003,590,7105
1004,961,6734
1005,126,7569
1006,2128,5567
1007,2377,5318
1008,0,0
1009,48,7647
1010,1358,6337
1011,3601,4094
1012,2998,4697
1013,362,7333
1014,2047,5648
1015,887,6808
1016,3329,4366
1017,379,7316
1018,532,7163
1019,655,7040
1020,3644,4051
1021,686,7009
1022,0,0
1023,2946,4749
1024,1921,5774
1025,49,7646
1026,712,6983
1027,32,7663
1028,305,7390
1029,2239,5456
1030,883,6812
1031,0,0
1032,2913,4782
1033,102,7593
1034,1625,6070
1035,242,7453
1036,2813,4882
1037,1037,6658
1038,3211,4484
1039,314,7381
1040,828,6867
1041,1528,6167
1042,1433,6262
1043,1762,5933
1044,1717,5978
1045,175,7520
1046,0,0
1047,629,7066
1048,3023,4672
1049,0,0
1050,479,7216
1051,1285,6410
1052,577,7118
1053,146,7549
1054,987,6708
1055,151,7544
1056,2071,5624
1057,775,6920
1058,2143,5552
1059,2657,5038
1060,2247,5448
1061,514,7181
1062,1174,6521
1063,2147,5548
1064,1917,5778
1065,700,6995
1066,2033,5662
1067,1628,6067
1068,1363,6332
1069,526,7169
1070,108,7587
1071,0,0
1072,1274,6421
1073,813,6882
1074,1001,6694
1075,856,6839
1076,2430,5265
1077,2295,5400
1078,2703,4992
1079,2899,4796
1080,214,7481
1081,2019,5676
1082,1812,5883
1083,2934,4761
1084,1387,6308
1085,3782,3913
1086,539,7156
1087,1030,6665
1088,1115,6580
1089,1388,6307
1090,681,7014
1091,1772,5923
1092,1660,6035
1093,1767,5928
1094,985,6710
1095,3221,4474
1096,2648,5047
1097,1199,6496
1098,1105,6590
1099,792,6903
1100,2140,5555
1101,1631,6064
1102,439,7256
1103,1877,5818
1104,1640,6055
1105,1029,6666
1106,752,6943
1107,2193,5502
1108,638,7057
1109,1204,6491
1110,2194,5501
1111,1448,6247
1112,3772,3923
1113,945,6750
1114,1309,6386
1115,0,0
1116,290,7405
1117,1892,5803
1118,0,0
1119,268,7427
1120,2137,5558
1121,1535,6160
1122,1303,6392
1123,2903,4792
1124,1430,6265
1125,511,7184
1126,204,7491
1127,2334,5361
1128,347,7348
1129,1981,5714
1130,161,7534
1131,0,0
1132,1157,6538
1133,1302,6393
1134,2515,5180
1135,1937,5758
1136,0,0
1137,2248,5447
1138,74,7621
1139,1027,6668
1140,182,7513
1141,1049,6646
1142,954,6741
1143,384,7311
1144,1088,6607
1145,996,6699
1146,867,6828
1147,2695,5000
1148,605,7090
1149,1205,6490
1150,254,7441
1151,2252,5443
1152,1490,6205
1153,2253,5442
1154,703,6992
1155,142,7553
1156,1159,6536
1157,417,7278
1158,2111,5584
1159,707,6988
1160,1383,6312
1161,1286,6409
1162,2550,5145
1163,1874,5821
1164,345,7350
1165,1953,5742
1166,1440,6255
1167,2255,5440
1168,400,7295
1169,589,7106
1170,1781,5914
1171,264,7431
1172,741,6954
1173,570,7125
1174,1171,6524
1175,171,7524
1176,2101,5594
1177,582,7113
1178,1389,6306
1179,2864,4831
1180,1876,5819
1181,2534,5161
1182,2493,5202
1183,522,7173
1184,1914,5781
1185,1968,5727
1186,1506,6189
1187,284,7411
1188,1313,6382
1189,2629,5066
1190,444,7251
1191,1316,6379
1192,0,0
1193,2044,5651
1194,365,7330
1195,1852,5843
1196,447,7248
1197,691,7004
1198,1576,6119
1199,0,0
1200,1120,6575
1201,1212,6483
1202,1950,5745
1203,3795,3900
1204,1627,6068
1205,289,7406
1206,1559,6136
1207,253,7442
1208,2163,5532
1209,750,6945
1210,406,7289
1211,3295,4400
1212,364,7331
1213,1622,6073
1214,3418,4277
1215,1619,6076
1216,704,6991
1217,795,6900
1218,915,6780
1219,219,7476
1220,1408,6287
1221,1254,6441
1222,1257,6438
1223,765,6930
1224,240,7455
1225,2686,5009
1226,2804,4891
1227,1266,6429
1228,359,7336
1229,2900,4795
1230,1733,5962
1231,1428,6267
1232,1065,6630
1233,1925,5770
1234,1885,5810
1235,1573,6122
1236,1348,6347
1237,2819,4876
1238,2811,4884
1239,552,7143
1240,1425,6270
1241,1380,6315
1242,1477,6218
1243,3785,3910
1244,1299,6396
1245,388,7307
1246,1598,6097
1247,1113,6582
1248,1830,5865
1249,2198,5497
1250,258,7437
1251,747,6948
1252,1844,5851
1253,2524,5171
1254,231,7464
1255,2366,5329
1256,2571,5124
1257,325,7370
1258,1081,6614
1259,1485,6210
1260,1492,6203
1261,1954,5741
1262,0,0
1263,2672,5023
1264,854,6841
1265,452,7243
1266,1242,6453
1267,3529,4166
1268,87,7608
1269,1749,5946
1270,2048,5647
1271,2578,5117
1272,1673,6022
1273,2730,4965
1274,170,7525
1275,0,0
1276,1955,5740
1277,1167,6528
1278,1840,5855
1279,1467,6228
1280,0,0
1281,2565,5130
1282,2097,5598
1283,2833,4862
1284,2380,5315
1285,2753,4942
1286,1553,6142
1287,535,7160
1288,3070,4625
1289,2907,4788
1290,0,0
1291,295,7400
1292,0,0
1293,0,0
1294,370,7325
1295,1475,6220
1296,3012,4683
1297,604,7091
1298,2049,5646
1299,0,0
1300,1452,6243
1301,561,7134
1302,947,6748
1303,2029,5666
1304,965,6730
1305,2286,5409
1306,29,7666
1307,0,0
1308,84,7611
1309,1838,5857
1310,1904,5791
1311,435,7260
1312,1246,6449
1313,657,7038
1314,1377,6318
1315,0,0
1316,2056,5639
1317,2708,4987
1318,1245,6450
1319,1131,6564
1320,1147,6548
1321,1527,6168
1322,1850,5845
1323,462,7233
1324,115,7580
1325,806,6889
1326,569,7126
1327,1560,6135
1328,0,0
1329,971,6724
1330,2096,5599
1331,311,7384
1332,76,7619
1333,2481,5214
1334,873,6822
1335,2549,5146
1336,2217,5478
1337,1847,5848
1338,1574,6121
1339,2725,4970
1340,2621,5074
1341,0,0
1342,534,7161
1343,1883,5812
1344,1384,6311
1345,2847,4848
1346,63,7632
1347,1996,5699
1348,2856,4839
1349,2228,5467
1350,1858,5837
1351,842,6853
1352,2593,5102
1353,1516,6179
1354,0,0
1355,1568,6127
1356,1730,5965
1357,1234,6461
1358,1707,5988
1359,626,7069
1360,160,7535
1361,2316,5379
1362,1912,5783
1363,1618,6077
1364,592,7103
1365,690,7005
1366,613,7082
1367,0,0
1368,1310,6385
1369,2104,5591
1370,2435,5260
1371,3650,4045
1372,1521,6174
1373,576,7119
1374,1094,6601
1375,0,0
1376,2627,5068
1377,445,7250
1378,1281,6414
1379,3058,4637
1380,376,7319
1381,1209,6486
1382,480,7215
1383,2933,4762
1384,919,6776
1385,119,7576
1386,0,0
1387,3240,4455
1388,2018,5677
1389,1522,6173
1390,1231,6464
1391,1123,6572
1392,1922,5773
1393,1867,5828
1394,2456,5239
1395,79,7616
1396,1055,6640
1397,3368,4327
1398,1682,6013
1399,1821,5874
1400,1064,6631
1401,1124,6571
1402,1675,6020
1403,0,0
1404,2649,5046
1405,2484,5211
1406,3068,4627
1407,509,7186
1408,2363,5332
1409,2840,4855
1410,1447,6248
1411,0,0
1412,0,0
1413,2968,4727
1414,2119,5576
1415,914,6781
1416,2005,5690
1417,3516,4179
1418,2384,5311
1419,2387,5308
1420,2063,5632
1421,457,7238
1422,496,7199
1423,0,0
1424,992,6703
1425,0,0
1426,0,0
1427,3074,4621
1428,787,6908
1429,692,7003
1430,609,7086
1431,893,6802
1432,847,6848
1433,0,0
1434,788,6907
1435,51,7644
1436,2052,5643
1437,941,6754
1438,942,6753
1439,1590,6105
1440,944,6751
1441,719,6976
1442,173,7522
1443,803,6892
1444,3328,4367
1445,3780,3915
1446,1032,6663
1447,2664,5031
1448,1130,6565
1449,1666,6029
1450,1667,6028
1451,2178,5517
1452,611,7084
1453,1213,6482
1454,1895,5800
1455,931,6764
1456,3264,4431
1457,2164,5531
1458,1437,6258
1459,1991,5704
1460,921,6774
1461,477,7218
1462,848,6847
1463,474,7221
1464,0,0
1465,159,7536
1466,1183,6512
1467,3173,4522
1468,542,7153
1469,1104,6591
1470,3804,3891
1471,141,7554
1472,1134,6561
1473,849,6846
1474,2412,5283
1475,2266,5429
1476,2297,5398
1477,410,7285
1478,1853,5842
1479,1919,5776
1480,1983,5712
1481,1723,5972
1482,1926,5769
1483,257,7438
1484,661,7034
1485,45,7650
1486,1018,6677
1487,2149,5546
1488,1915,5780
1489,237,7458
1490,3269,4426
1491,1633,6062
1492,1651,6044
1493,1172,6523
1494,0,0
1495,128,7567
1496,0,0
1497,0,0
1498,793,6902
1499,2828,4867
1500,0,0
1501,2145,5550
1502,1974,5721
1503,1862,5833
1504,0,0
1505,1842,5853
1506,1091,6604
1507,1223,6472
1508,3083,4612
1509,1225,6470
1510,11,7684
1511,2025,5670
1512,1165,6530
1513,94,7601
1514,1376,6319
1515,1525,6170
1516,1690,6005
1517,3338,4357
1518,1057,6638
1519,2184,5511
1520,293,7402
1521,3745,3950
1522,0,0
1523,722,6973
1524,3655,4040
1525,2461,5234
1526,1976,5719
1527,0,0
1528,544,7151
1529,192,7503
1530,181,7514
1531,785,6910
1532,1692,6003
1533,1588,6107
1534,1217,6478
1535,1949,5746
1536,2069,5626
1537,2389,5306
1538,234,7461
1539,0,0
1540,177,7518
1541,1409,6286
1542,1013,6682
1543,2011,5684
1544,1110,6585
1545,1160,6535
1546,1965,5730
1547,1878,5817
1548,1039,6656
1549,467,7228
1550,1532,6163
1551,1133,6562
1552,0,0
1553,0,0
1554,3341,4354
1555,642,7053
1556,1851,5844
1557,1971,5724
1558,2125,5570
1559,111,7584
1560,755,6940
1561,1414,6281
1562,1292,6403
1563,871,6824
1564,2229,5466
1565,2508,5187
1566,1208,6487
1567,2336,5359
1568,1872,5823
1569,1697,5998
1570,3246,4449
1571,1148,6547
1572,1190,6505
1573,1886,5809
1574,1144,6551
1575,621,7074
1576,1066,6629
1577,3290,4405
1578,2024,5671
1579,1704,5991
1580,2314,5381
1581,861,6834
1582,3449,4246
1583,1166,6529
1584,2246,5449
1585,1551,6144
1586,3062,4633
1587,594,7101
1588,726,6969
1589,2874,4821
1590,1836,5859
1591,2723,4972
1592,1455,6240
1593,2622,5073
1594,1263,6432
1595,2670,5025
1596,2503,5192
1597,2299,5396
1598,0,0
1599,1022,6673
1600,3284,4411
1601,3729,3966
1602,3798,3897
1603,2475,5220
1604,2446,5249
1605,2778,4917
1606,3671,4024
1607,2892,4803
1608,761,6934
1609,1959,5736
1610,1333,6362
1611,2108,5587
1612,17,7678
1613,949,6746
1614,487,7208
1615,2320,5375
1616,908,6787
1617,2605,5090
1618,2291,5404
1619,2749,4946
1620,993,6702
1621,1648,6047
1622,282,7413
1623,3585,4110
1624,556,7139
1625,3450,4245
1626,407,7288
1627,2275,5420
1628,2575,5120
1629,0,0
1630,3145,4550
1631,0,0
1632,1856,5839
1633,850,6845
1634,2317,5378
1635,0,0
1636,3648,4047
1637,607,7088
1638,2401,5294
1639,3747,3948
1640,1187,6508
1641,3437,4258
1642,3817,3878
1643,1107,6588
1644,0,0
1645,0,0
1646,1129,6566
1647,2099,5596
1648,519,7176
1649,833,6862
1650,3720,3975
1651,2464,5231
1652,1020,6675
1653,255,7440
1654,0,0
1655,1562,6133
1656,1079,6616
1657,3832,3863
1658,2050,5645
1659,3100,4595
1660,907,6788
1661,2042,5653
1662,3471,4224
1663,2219,5476
1664,3030,4665
1665,3695,4000
1666,56,7639
1667,2367,5328
1668,0,0
1669,235,7460
1670,536,7159
1671,860,6835
1672,0,0
1673,3813,3882
1674,367,7328
1675,892,6803
1676,1347,6348
1677,1612,6083
1678,1936,5759
1679,951,6744
1680,1298,6397
1681,2623,5072
1682,1400,6295
1683,864,6831
1684,877,6818
1685,2202,5493
1686,723,6972
1687,1639,6056
1688,1403,6292
1689,1226,6469
1690,1278,6417
1691,0,0
1692,1632,6063
1693,0,0
1694,2078,5617
1695,1068,6627
1696,1637,6058
1697,1121,6574
1698,2779,4916
1699,3049,4646
1700,3702,3993
1701,402,7293
1702,978,6717
1703,1446,6249
1704,1933,5762
1705,1841,5854
1706,2722,4973
1707,1539,6156
1708,2306,5389
1709,1738,5957
1710,2702,4993
1711,2971,4724
1712,2043,5652
1713,1312,6383
1714,0,0
1715,671,7024
1716,2016,5679
1717,619,7076
1718,3343,4352
1719,0,0
1720,2309,5386
1721,568,7127
1722,2473,5222
1723,0,0
1724,2190,5505
1725,2442,5253
1726,2542,5153
1727,2138,5557
1728,3063,4632
1729,1978,5717
1730,554,7141
1731,1979,5716
1732,217,7478
1733,1141,6554
1734,1659,6036
1735,1989,5706
1736,1436,6259
1737,321,7374
1738,3122,4573
1739,1641,6054
1740,1061,6634
1741,1550,6145
1742,2322,5373
1743,2360,5335
1744,2560,5135
1745,2087,5608
1746,766,6929
1747,940,6755
1748,1601,6094
1749,2036,5659
1750,1177,6518
1751,0,0
1752,709,6986
1753,368,7327
1754,313,7382
1755,2169,5526
1756,1928,5767
1757,1194,6501
1758,2232,5463
1759,0,0
1760,286,7409
1761,0,0
1762,308,7387
1763,1202,6493
1764,897,6798
